Class,SSA_F1,SSA_F2,SSA_F3,SSA_F4,SSA_F5,SSA_F6,SSA_F7,SSA_F8,SSA_F9,SSA_F10,SSA_F11,SSA_F12,SSA_F13,SSA_F14,SSA_F15,SSA_F16,SSA_F17,SSA_F18,SSA_F19,SSA_F20,SSA_F21,SSA_F22,SSA_F23,SSA_F24,SSA_F25,SSA_F26,SSA_F27,SSA_F28,SSA_F29,SSA_F30,SSA_F31,SSA_F32,SSA_F33,SSA_F34,SSA_F35,SSA_F36,SSA_F37,SSA_F38,SSA_F39,SSA_F40,SSA_F41,SSA_F42,SSA_F43,SSA_F44,SSA_F45,SSA_F46,SSA_F47,SSA_F48,SSA_F49,SSA_F50,SSA_F51,SSA_F52,SSA_F53,SSA_F54,SSA_F55,SSA_F56,SSA_F57,SSA_F58,SSA_F59,SSA_F60,SSA_F61,SSA_F62,SSA_F63,SSA_F64,SSA_F65,SSA_F66,SSA_F67,SSA_F68,SSA_F69,SSA_F70,SSA_F71,SSA_F72,SSA_F73,SSA_F74,SSA_F75,SSA_F76,SSA_F77,SSA_F78,SSA_F79,SSA_F80,SSA_F81,SSA_F82,SSA_F83,SSA_F84,SSA_F85,SSA_F86,SSA_F87,SSA_F88,SSA_F89,SSA_F90,SSA_F91,SSA_F92,SSA_F93,SSA_F94,SSA_F95,SSA_F96,SSA_F97,SSA_F98,SSA_F99,SSA_F100,SSA_F101,SSA_F102,SSA_F103,SSA_F104,SSA_F105,SSA_F106,SSA_F107,SSA_F108,SSA_F109,SSA_F110,SSA_F111,SSA_F112,SSA_F113,SSA_F114,SSA_F115,SSA_F116,SSA_F117,SSA_F118,SSA_F119,SSA_F120,SSA_F121
1,0.055167057,0.06526807,0.02952603,0.050505053,0.011655012,0.045843046,0.083139084,0.06604507,0.015540016,0.03962704,0.11965812,0.07770008,0.022533024,0.060606062,0.047397047,0.063714065,0.036519036,0.016317017,0.024087025,0.06915307,0,-0.11016514,0.24326226,-0.35606578,0.13530333,0.14588691,-0.008963986,-0.57720685,0.16256143,-0.117045194,0.22344653,0.06638706,-0.8118984,0.18673879,-0.38033953,0.096085675,-0.26767656,-0.05220944,-0.33122247,0.30770478,0.31829545,0.25042674,-0.21598265,0.44195986,0.0358736,0.024285054,0.012494669,0.05201254,-0.16348816,-0.36945355,-0.31274363,0.45061073,0.36264277,-0.17459752,-0.22860096,-0.117722034,-0.1979678,-0.24277389,0.2383854,0.08446311,-0.43921056,0.24022219,0.0711271,-0.15352193,0.35088685,-0.08328163,0.14997028,0.4369923,-0.050894614,0.20132092,-0.642762,-0.3076992,-0.33419982,-0.07957185,0.022943914,-0.097724766,-0.2991553,-0.096762545,-0.057789683,-0.45048958,0.03462193,0.474399,0.34249818,0.011229932,0.3260117,-0.33991528,-0.35650307,-0.104392625,-0.22434527,-0.024972627,0.07078885,-0.41637844,0.2765732,0.14468451,0.58445007,-0.105804056,-0.5333745,-0.30587304,-0.053356003,0.021428756,-0.09511781,0.10735302,-0.075190194,-0.25629777,0.28144643,0.35231698,0.374905,0.58012486,0.17752142,-0.18424392,-0.008002305,0.59837615,-0.37781146,0.13711001,0.18224432,-0.14385806,-0.043160155,0.26141074,0.05421245,0.1427555,0.028619431
1,0.04733728,0.0591716,0.06706114,0.043392505,0.009861933,0.043392505,0.074950695,0.055226825,0.015779093,0.078895465,0.0729783,0.12426036,0.013806706,0.055226825,0.0295858,0.0729783,0.043392505,0.013806706,0.039447732,0.039447732,0,-0.11016513,0.24326217,-0.35606578,0.13530336,0.14588691,-0.008963983,-0.57720697,0.16256143,-0.11704522,0.22344652,0.06638707,-0.8118986,0.18673883,-0.38033944,0.09608568,-0.2676766,-0.052209437,-0.33122244,0.30770472,0.31829545,0.25042665,-0.21598266,0.44195986,0.035873603,0.02428506,0.012494669,0.052012533,-0.16348818,-0.36945364,-0.3127436,0.45061067,0.36264274,-0.17459753,-0.22860098,-0.11772203,-0.19796778,-0.24277389,0.23838541,0.08446312,-0.43921062,0.24022222,0.0711271,-0.1535219,0.35088685,-0.08328163,0.1499703,0.43699235,-0.050894614,0.20132092,-0.6427618,-0.30769917,-0.33419976,-0.07957186,0.02294391,-0.09772475,-0.29915532,-0.096762545,-0.057789676,-0.4504896,0.034621928,0.47439906,0.34249812,0.011229932,0.32601172,-0.33991528,-0.35650316,-0.10439265,-0.22434531,-0.024972634,0.07078885,-0.41637847,0.27657324,0.14468448,0.5844501,-0.10580404,-0.5333744,-0.30587307,-0.053356,0.02142875,-0.0951178,0.10735303,-0.075190194,-0.2562978,0.28144643,0.352317,0.3749049,0.58012486,0.17752136,-0.18424389,-0.008002304,0.59837604,-0.37781152,0.13711002,0.18224438,-0.14385809,-0.04316017,0.26141074,0.05421246,0.14275546,0.028619435
1,0.062381852,0.056710776,0.07183365,0.039697543,0.020793952,0.034026466,0.07372401,0.04536862,0.015122874,0.077504724,0.06616257,0.1436673,0.015122874,0.05482042,0.034026466,0.06427221,0.034026466,0.013232514,0.035916824,0.041587904,0,-0.11016513,0.2432622,-0.35606578,0.13530332,0.14588693,-0.008963984,-0.57720685,0.16256143,-0.11704522,0.22344653,0.066387065,-0.81189865,0.18673885,-0.38033944,0.096085675,-0.26767662,-0.052209437,-0.33122244,0.30770472,0.31829545,0.25042668,-0.21598268,0.44195986,0.035873607,0.024285061,0.012494669,0.052012533,-0.16348816,-0.3694536,-0.31274357,0.45061067,0.36264277,-0.17459755,-0.22860098,-0.11772202,-0.1979678,-0.24277386,0.23838544,0.08446311,-0.43921065,0.24022222,0.07112712,-0.15352191,0.35088685,-0.083281636,0.1499703,0.43699238,-0.050894618,0.20132092,-0.64276195,-0.30769917,-0.33419973,-0.07957184,0.022943912,-0.09772474,-0.29915535,-0.096762545,-0.05778968,-0.45048958,0.034621928,0.47439912,0.3424981,0.011229932,0.3260117,-0.33991528,-0.35650313,-0.10439265,-0.22434534,-0.02497263,0.07078885,-0.4163785,0.2765732,0.14468451,0.58445024,-0.105804026,-0.5333745,-0.30587307,-0.05335599,0.021428749,-0.0951178,0.107353024,-0.075190194,-0.25629783,0.28144643,0.3523171,0.37490487,0.58012486,0.17752136,-0.1842439,-0.008002305,0.5983761,-0.37781155,0.13711,0.18224436,-0.14385808,-0.04316017,0.26141074,0.054212455,0.14275546,0.028619435
1,0.031680442,0.06611571,0.06887052,0.06887052,0.009641874,0.03443526,0.08402204,0.045454547,0.008264463,0.08264463,0.0785124,0.13498622,0.013774104,0.05785124,0.023415979,0.060606062,0.035812672,0.011019284,0.048209365,0.035812672,0,-0.11016513,0.2432622,-0.35606578,0.13530335,0.14588691,-0.008963985,-0.577207,0.16256143,-0.11704521,0.22344656,0.066387065,-0.8118986,0.18673883,-0.3803395,0.09608567,-0.2676766,-0.05220944,-0.33122247,0.30770466,0.31829545,0.2504267,-0.21598266,0.44195977,0.0358736,0.024285058,0.01249467,0.052012525,-0.16348816,-0.36945364,-0.3127436,0.4506107,0.36264274,-0.17459755,-0.22860098,-0.11772202,-0.19796778,-0.24277383,0.23838542,0.08446311,-0.4392106,0.24022219,0.07112712,-0.15352188,0.35088685,-0.08328163,0.14997028,0.43699232,-0.05089461,0.20132089,-0.6427618,-0.30769917,-0.33419973,-0.07957185,0.022943912,-0.09772475,-0.29915532,-0.09676256,-0.05778968,-0.45048955,0.03462193,0.47439903,0.34249812,0.011229931,0.3260117,-0.33991525,-0.35650307,-0.104392625,-0.2243453,-0.024972633,0.07078885,-0.41637847,0.2765732,0.14468445,0.58445024,-0.10580405,-0.5333745,-0.3058731,-0.05335599,0.021428749,-0.0951178,0.10735305,-0.075190194,-0.2562978,0.28144643,0.35231707,0.37490493,0.58012486,0.17752138,-0.18424392,-0.008002304,0.5983762,-0.3778115,0.13711001,0.18224436,-0.14385808,-0.043160167,0.2614107,0.054212455,0.14275548,0.028619437
1,0.044487428,0.061895553,0.05802708,0.040618956,0.005802708,0.03481625,0.11218569,0.036750484,0.005802708,0.08704062,0.077369444,0.14893617,0.019342361,0.05222437,0.02901354,0.0696325,0.046421666,0.015473888,0.017408125,0.036750484,0,-0.110165134,0.24326219,-0.3560658,0.13530332,0.14588693,-0.008963984,-0.5772069,0.16256143,-0.11704523,0.22344653,0.06638706,-0.81189865,0.18673883,-0.38033947,0.096085675,-0.2676766,-0.052209437,-0.33122244,0.3077047,0.31829545,0.25042665,-0.21598268,0.44195983,0.035873607,0.024285061,0.012494669,0.052012537,-0.16348816,-0.3694536,-0.31274354,0.45061067,0.36264277,-0.17459755,-0.22860098,-0.11772202,-0.19796778,-0.24277388,0.23838541,0.08446311,-0.43921065,0.24022219,0.071127124,-0.1535219,0.35088688,-0.08328163,0.14997028,0.43699238,-0.050894614,0.20132093,-0.64276195,-0.30769917,-0.33419973,-0.07957185,0.02294391,-0.09772474,-0.29915538,-0.09676255,-0.057789676,-0.45048958,0.034621928,0.47439906,0.3424981,0.011229933,0.3260117,-0.33991525,-0.3565031,-0.10439264,-0.22434531,-0.024972633,0.07078885,-0.4163785,0.2765732,0.1446845,0.58445024,-0.10580403,-0.53337455,-0.3058731,-0.053355996,0.021428753,-0.09511781,0.10735304,-0.075190194,-0.25629783,0.28144643,0.35231707,0.37490493,0.5801249,0.17752138,-0.18424389,-0.008002304,0.59837615,-0.37781158,0.13711001,0.18224436,-0.14385806,-0.043160167,0.26141074,0.054212455,0.14275546,0.028619435
1,0.064449064,0.043659043,0.062370062,0.043659043,0.008316008,0.043659043,0.054054055,0.047817048,0.016632017,0.09147609,0.072765075,0.11434512,0.020790022,0.047817048,0.031185031,0.062370062,0.07692308,0.010395011,0.051975053,0.035343036,0,-0.11016513,0.24326217,-0.35606578,0.13530333,0.1458869,-0.008963984,-0.5772069,0.16256143,-0.11704523,0.2234465,0.066387065,-0.81189865,0.18673883,-0.38033944,0.096085675,-0.2676766,-0.05220944,-0.33122244,0.3077047,0.31829542,0.25042665,-0.21598266,0.44195983,0.035873603,0.024285061,0.012494669,0.052012533,-0.16348816,-0.3694536,-0.31274357,0.45061067,0.36264274,-0.17459753,-0.22860098,-0.11772202,-0.19796778,-0.24277389,0.2383854,0.084463105,-0.43921062,0.2402222,0.07112712,-0.15352188,0.35088685,-0.08328163,0.14997028,0.43699238,-0.050894614,0.20132092,-0.6427619,-0.30769917,-0.3341998,-0.07957185,0.022943908,-0.09772474,-0.29915538,-0.096762545,-0.057789676,-0.45048958,0.034621924,0.47439906,0.3424981,0.011229932,0.3260117,-0.33991525,-0.35650313,-0.10439264,-0.22434531,-0.024972634,0.07078885,-0.41637847,0.2765732,0.14468448,0.5844501,-0.10580403,-0.53337455,-0.30587307,-0.053355996,0.021428753,-0.0951178,0.10735304,-0.0751902,-0.2562978,0.28144643,0.352317,0.3749049,0.58012486,0.1775214,-0.18424389,-0.008002303,0.5983761,-0.37781155,0.13711001,0.18224436,-0.14385809,-0.043160167,0.2614107,0.054212455,0.14275546,0.028619433
1,0.04074074,0.048148148,0.06944444,0.057407405,0.014814815,0.037962962,0.094444446,0.037037037,0.016666666,0.07037037,0.08333333,0.14074074,0.008333333,0.06111111,0.023148147,0.053703703,0.05185185,0.016666666,0.02962963,0.04444444,0,-0.11016512,0.24326222,-0.35606575,0.13530335,0.14588691,-0.008963985,-0.57720685,0.16256143,-0.117045194,0.22344656,0.066387065,-0.81189847,0.18673879,-0.3803395,0.096085675,-0.26767656,-0.052209437,-0.33122247,0.30770475,0.31829545,0.25042674,-0.21598266,0.44195983,0.035873596,0.024285054,0.012494669,0.05201254,-0.16348816,-0.36945355,-0.31274363,0.45061067,0.36264274,-0.1745975,-0.22860096,-0.11772202,-0.19796778,-0.24277383,0.23838542,0.08446311,-0.4392105,0.24022219,0.07112711,-0.1535219,0.35088685,-0.08328163,0.14997028,0.43699226,-0.050894618,0.2013209,-0.6427619,-0.30769917,-0.33419976,-0.07957185,0.022943914,-0.09772476,-0.29915527,-0.096762545,-0.05778968,-0.45048955,0.03462193,0.47439903,0.34249815,0.011229931,0.3260117,-0.33991525,-0.35650307,-0.10439263,-0.22434525,-0.024972627,0.07078885,-0.41637847,0.2765732,0.14468448,0.5844501,-0.10580406,-0.5333745,-0.30587304,-0.05335599,0.021428755,-0.0951178,0.10735301,-0.075190194,-0.25629777,0.28144643,0.35231698,0.37490496,0.58012486,0.1775214,-0.1842439,-0.008002304,0.5983761,-0.3778115,0.13711001,0.18224432,-0.14385806,-0.043160155,0.26141074,0.05421245,0.14275548,0.028619437
1,0.06144843,0.035113387,0.07168984,0.06803219,0.009509875,0.03950256,0.086320415,0.049743965,0.016093636,0.07388442,0.08046818,0.1338698,0.010972934,0.058522314,0.023408925,0.04828091,0.04023409,0.016825166,0.043160208,0.0329188,0,-0.110165134,0.24326228,-0.35606575,0.13530332,0.14588691,-0.008963984,-0.57720685,0.16256143,-0.11704519,0.22344655,0.066387065,-0.8118984,0.18673879,-0.3803395,0.09608569,-0.26767656,-0.052209433,-0.33122247,0.3077048,0.31829545,0.2504267,-0.21598265,0.44195977,0.0358736,0.024285056,0.01249467,0.052012548,-0.16348816,-0.36945352,-0.3127436,0.4506108,0.36264277,-0.17459752,-0.22860098,-0.11772203,-0.1979678,-0.2427739,0.23838538,0.08446311,-0.4392106,0.24022214,0.071127094,-0.15352194,0.35088682,-0.083281636,0.14997028,0.43699235,-0.050894614,0.20132092,-0.64276195,-0.3076992,-0.3341998,-0.07957185,0.022943912,-0.097724766,-0.2991553,-0.09676254,-0.05778968,-0.4504896,0.034621935,0.474399,0.3424982,0.011229931,0.3260117,-0.33991525,-0.3565031,-0.104392625,-0.22434525,-0.024972627,0.07078886,-0.41637844,0.2765732,0.1446845,0.58445007,-0.10580404,-0.53337455,-0.30587304,-0.053356003,0.021428756,-0.0951178,0.10735301,-0.075190194,-0.25629774,0.28144646,0.35231698,0.374905,0.58012486,0.17752141,-0.18424392,-0.008002305,0.59837615,-0.37781146,0.13711001,0.18224433,-0.14385806,-0.043160155,0.26141077,0.05421246,0.1427555,0.028619433
1,0.033424284,0.04706685,0.09208731,0.07162347,0.008185539,0.036834925,0.09345157,0.043656208,0.008185539,0.07844475,0.08594816,0.13096863,0.007503411,0.06207367,0.017735334,0.046384722,0.044338334,0.009549796,0.047748975,0.03478854,0,-0.11016513,0.24326223,-0.35606578,0.13530333,0.14588691,-0.008963986,-0.5772068,0.16256143,-0.11704519,0.2234465,0.066387065,-0.81189847,0.1867388,-0.38033953,0.096085675,-0.2676765,-0.052209426,-0.3312225,0.30770478,0.31829548,0.25042674,-0.21598262,0.44195974,0.035873596,0.024285056,0.012494671,0.052012548,-0.16348816,-0.36945355,-0.31274363,0.45061082,0.36264277,-0.1745975,-0.22860098,-0.11772203,-0.1979678,-0.24277388,0.23838535,0.08446311,-0.43921056,0.24022216,0.071127094,-0.15352193,0.35088688,-0.08328163,0.14997028,0.43699235,-0.05089461,0.20132093,-0.642762,-0.30769917,-0.3341998,-0.07957185,0.02294391,-0.09772477,-0.2991553,-0.09676255,-0.057789676,-0.45048967,0.03462194,0.4743989,0.3424982,0.011229933,0.32601166,-0.33991525,-0.3565031,-0.10439262,-0.22434525,-0.024972625,0.07078886,-0.41637844,0.27657318,0.14468451,0.58445,-0.10580405,-0.5333745,-0.30587304,-0.053356003,0.021428758,-0.09511779,0.107353,-0.075190194,-0.25629774,0.28144646,0.35231698,0.37490496,0.58012486,0.17752142,-0.18424389,-0.008002306,0.5983762,-0.37781146,0.13711001,0.18224432,-0.14385803,-0.043160155,0.26141074,0.05421246,0.14275548,0.028619431
1,0.0945946,0.081081085,0.0381558,0.066772655,0.008744039,0.044515103,0.06915739,0.073926866,0.016693164,0.041335452,0.07949126,0.059618443,0.011128776,0.038950715,0.03736089,0.07790143,0.05484897,0.022257552,0.02464229,0.05882353,0,-0.110165134,0.24326222,-0.35606578,0.13530335,0.14588691,-0.008963986,-0.57720685,0.16256143,-0.11704519,0.2234465,0.066387065,-0.81189847,0.1867388,-0.3803395,0.096085675,-0.26767653,-0.05220944,-0.3312225,0.30770478,0.31829542,0.2504267,-0.21598266,0.44195983,0.0358736,0.024285054,0.012494669,0.052012548,-0.16348818,-0.36945352,-0.31274363,0.45061073,0.36264277,-0.17459752,-0.22860096,-0.11772202,-0.19796778,-0.24277385,0.2383854,0.08446311,-0.43921053,0.24022217,0.0711271,-0.15352191,0.35088685,-0.08328162,0.14997028,0.43699232,-0.05089461,0.2013209,-0.64276195,-0.30769917,-0.3341998,-0.07957185,0.022943912,-0.09772477,-0.2991553,-0.096762545,-0.057789676,-0.45048964,0.03462193,0.47439897,0.3424982,0.011229933,0.3260117,-0.33991525,-0.35650304,-0.10439264,-0.22434525,-0.024972629,0.07078885,-0.41637844,0.2765732,0.1446845,0.58445007,-0.105804056,-0.5333745,-0.30587304,-0.053356003,0.021428756,-0.0951178,0.10735302,-0.075190194,-0.25629777,0.28144643,0.352317,0.37490496,0.5801249,0.17752141,-0.1842439,-0.008002305,0.5983763,-0.3778115,0.13711001,0.18224433,-0.14385805,-0.04316016,0.26141077,0.054212466,0.14275548,0.028619433
1,0.07920792,0.07637907,0.038189534,0.048090525,0.021216407,0.05091938,0.05374823,0.06506365,0.024045262,0.04950495,0.09618105,0.07355022,0.015558699,0.031117398,0.052333806,0.057991516,0.06506365,0.015558699,0.032531824,0.05374823,0,-0.110165134,0.24326223,-0.35606578,0.13530335,0.14588691,-0.008963985,-0.57720697,0.16256143,-0.11704521,0.22344656,0.066387065,-0.81189865,0.18673883,-0.38033947,0.096085675,-0.2676766,-0.052209437,-0.33122247,0.3077047,0.31829545,0.25042668,-0.21598266,0.4419598,0.035873603,0.02428506,0.012494669,0.05201253,-0.16348816,-0.36945358,-0.3127436,0.45061067,0.36264277,-0.17459753,-0.22860096,-0.117722034,-0.1979678,-0.24277386,0.23838544,0.08446312,-0.4392106,0.2402222,0.07112711,-0.1535219,0.35088685,-0.08328163,0.14997028,0.43699235,-0.050894614,0.20132093,-0.6427618,-0.30769917,-0.33419973,-0.07957185,0.022943912,-0.09772474,-0.29915532,-0.09676255,-0.05778968,-0.45048952,0.034621928,0.47439903,0.3424981,0.011229933,0.3260117,-0.33991525,-0.35650313,-0.10439264,-0.2243453,-0.024972636,0.07078885,-0.41637847,0.2765732,0.14468446,0.58445024,-0.10580405,-0.5333744,-0.30587313,-0.053356,0.021428749,-0.0951178,0.10735304,-0.075190194,-0.2562978,0.28144643,0.35231707,0.3749049,0.58012486,0.17752136,-0.1842439,-0.008002304,0.59837615,-0.37781152,0.13711001,0.18224433,-0.14385808,-0.043160167,0.26141074,0.054212462,0.14275548,0.028619435
1,0.09511229,0.08322325,0.034346104,0.047556143,0.01981506,0.040951125,0.07265522,0.055482168,0.015852049,0.04359313,0.07661823,0.07926024,0.009247028,0.031704098,0.0647292,0.05944518,0.0660502,0.017173052,0.02642008,0.060766183,0,-0.110165134,0.2432622,-0.3560658,0.13530335,0.14588691,-0.008963985,-0.57720697,0.16256143,-0.11704521,0.22344653,0.066387065,-0.8118985,0.18673883,-0.38033947,0.09608569,-0.2676766,-0.05220944,-0.33122247,0.3077047,0.31829545,0.25042668,-0.21598266,0.44195986,0.0358736,0.02428506,0.012494671,0.052012537,-0.16348818,-0.36945364,-0.31274363,0.45061073,0.36264274,-0.17459752,-0.22860098,-0.11772203,-0.1979678,-0.24277383,0.23838542,0.08446311,-0.43921062,0.2402222,0.07112712,-0.15352188,0.35088685,-0.08328163,0.1499703,0.43699235,-0.050894614,0.20132092,-0.6427618,-0.3076992,-0.3341997,-0.07957185,0.02294391,-0.09772474,-0.29915532,-0.09676255,-0.057789676,-0.4504896,0.034621928,0.47439906,0.3424981,0.011229932,0.3260117,-0.33991528,-0.35650313,-0.10439265,-0.22434528,-0.024972634,0.07078885,-0.41637847,0.2765732,0.14468446,0.5844502,-0.10580404,-0.5333745,-0.3058731,-0.053356,0.02142875,-0.09511779,0.10735303,-0.075190194,-0.25629783,0.28144643,0.3523171,0.3749049,0.5801249,0.17752136,-0.1842439,-0.008002305,0.5983762,-0.3778115,0.13711001,0.18224438,-0.14385808,-0.04316017,0.2614107,0.054212462,0.14275548,0.028619437
1,0.04699739,0.063968666,0.06527415,0.0691906,0.013054831,0.023498695,0.06266318,0.05613577,0.015665796,0.07049608,0.07832898,0.09791123,0.013054831,0.048302874,0.044386424,0.08093995,0.04308094,0.010443864,0.03002611,0.06657963,0,-0.110165134,0.24326222,-0.3560658,0.13530335,0.14588691,-0.008963984,-0.577207,0.16256143,-0.1170452,0.22344656,0.066387065,-0.8118986,0.18673882,-0.38033947,0.096085675,-0.2676766,-0.052209437,-0.33122247,0.3077047,0.31829548,0.25042668,-0.21598266,0.4419598,0.0358736,0.024285058,0.01249467,0.052012533,-0.16348816,-0.3694536,-0.31274363,0.4506107,0.3626427,-0.17459752,-0.22860098,-0.11772202,-0.1979678,-0.24277385,0.23838544,0.08446312,-0.4392106,0.24022219,0.07112712,-0.1535219,0.35088688,-0.083281636,0.1499703,0.43699232,-0.050894614,0.20132092,-0.6427618,-0.30769917,-0.33419973,-0.07957185,0.02294391,-0.09772474,-0.29915532,-0.09676255,-0.057789676,-0.45048958,0.034621928,0.47439903,0.3424981,0.011229932,0.3260117,-0.33991522,-0.3565031,-0.10439265,-0.22434528,-0.024972633,0.07078886,-0.4163785,0.2765732,0.14468446,0.5844502,-0.10580405,-0.5333744,-0.3058731,-0.053356003,0.021428753,-0.09511779,0.10735303,-0.075190194,-0.25629783,0.28144646,0.35231707,0.37490496,0.58012486,0.17752135,-0.1842439,-0.008002304,0.59837615,-0.37781152,0.13711001,0.18224435,-0.14385808,-0.043160163,0.26141074,0.054212455,0.14275548,0.028619438
1,0.075817,0.09019608,0.03529412,0.05620915,0.022222223,0.026143791,0.06666667,0.077124186,0.023529412,0.043137256,0.10718954,0.0627451,0.020915033,0.02875817,0.06013072,0.09150327,0.040522877,0.014379085,0.013071896,0.044444446,0,-0.11016513,0.2432622,-0.35606578,0.13530336,0.14588691,-0.008963984,-0.577207,0.16256143,-0.11704521,0.22344656,0.06638707,-0.8118986,0.18673882,-0.38033947,0.096085675,-0.2676766,-0.052209433,-0.33122247,0.3077047,0.31829548,0.2504267,-0.21598266,0.4419598,0.0358736,0.024285058,0.01249467,0.052012537,-0.16348816,-0.36945364,-0.31274363,0.4506107,0.3626427,-0.17459753,-0.228601,-0.11772202,-0.1979678,-0.24277385,0.23838544,0.08446311,-0.4392106,0.2402222,0.07112711,-0.1535219,0.35088688,-0.083281636,0.1499703,0.43699235,-0.050894614,0.20132092,-0.6427618,-0.3076992,-0.33419973,-0.07957185,0.022943912,-0.09772475,-0.29915532,-0.09676255,-0.05778968,-0.45048958,0.034621928,0.47439903,0.34249812,0.011229933,0.3260117,-0.33991525,-0.3565031,-0.10439265,-0.2243453,-0.024972633,0.07078886,-0.4163785,0.2765732,0.14468446,0.5844502,-0.10580405,-0.5333744,-0.3058731,-0.053356003,0.021428753,-0.0951178,0.10735303,-0.075190194,-0.25629783,0.28144646,0.35231707,0.37490496,0.5801249,0.17752136,-0.1842439,-0.008002304,0.59837615,-0.37781155,0.13711001,0.18224436,-0.14385808,-0.043160163,0.26141074,0.05421246,0.14275548,0.028619438
1,0.0592686,0.07313997,0.04035309,0.042875156,0.017654477,0.02774275,0.06935687,0.06809584,0.022698613,0.04665826,0.07692308,0.08701135,0.017654477,0.042875156,0.05296343,0.08448928,0.051702395,0.011349306,0.032786883,0.074401006,0,-0.11016513,0.2432622,-0.35606578,0.13530333,0.14588691,-0.008963984,-0.5772069,0.16256145,-0.11704521,0.22344655,0.066387065,-0.8118986,0.18673883,-0.3803395,0.096085675,-0.2676766,-0.052209437,-0.33122247,0.3077047,0.31829545,0.25042668,-0.21598268,0.4419599,0.0358736,0.02428506,0.012494668,0.052012533,-0.16348816,-0.36945358,-0.3127436,0.45061064,0.36264277,-0.17459749,-0.22860098,-0.11772202,-0.19796778,-0.24277383,0.23838544,0.08446311,-0.4392106,0.2402222,0.07112712,-0.1535219,0.3508868,-0.08328162,0.1499703,0.43699232,-0.050894614,0.20132089,-0.6427618,-0.3076992,-0.3341997,-0.07957185,0.02294391,-0.09772475,-0.29915532,-0.096762545,-0.057789676,-0.45048955,0.034621924,0.47439906,0.34249812,0.011229932,0.32601172,-0.33991525,-0.35650304,-0.10439264,-0.22434528,-0.024972633,0.07078885,-0.41637844,0.27657318,0.14468448,0.58445024,-0.10580404,-0.5333744,-0.3058731,-0.053356,0.021428755,-0.0951178,0.10735304,-0.07519019,-0.25629783,0.28144643,0.35231707,0.37490496,0.58012486,0.17752136,-0.18424389,-0.008002304,0.59837615,-0.37781155,0.13711001,0.18224436,-0.14385808,-0.04316016,0.2614107,0.05421246,0.14275548,0.028619438
1,0.027210884,0.040816326,0.09297052,0.045351475,0.015873017,0.03628118,0.07256236,0.043083902,0.006802721,0.10430839,0.09297052,0.13378686,0.011337869,0.043083902,0.043083902,0.058956917,0.029478459,0.006802721,0.04761905,0.04761905,0,-0.11016513,0.24326217,-0.35606578,0.13530333,0.14588693,-0.008963983,-0.5772069,0.16256143,-0.11704522,0.22344653,0.066387065,-0.8118985,0.18673883,-0.38033947,0.09608567,-0.2676766,-0.05220944,-0.33122244,0.30770472,0.31829545,0.25042665,-0.21598266,0.44195986,0.035873603,0.02428506,0.012494669,0.052012533,-0.16348816,-0.36945364,-0.31274354,0.45061067,0.36264274,-0.17459753,-0.22860096,-0.11772203,-0.19796777,-0.24277388,0.2383854,0.084463105,-0.43921065,0.2402222,0.07112711,-0.1535219,0.35088682,-0.08328162,0.14997028,0.43699235,-0.050894618,0.20132093,-0.64276195,-0.3076992,-0.33419973,-0.07957185,0.022943908,-0.09772474,-0.29915538,-0.09676254,-0.05778968,-0.45048958,0.034621924,0.4743991,0.3424981,0.011229932,0.3260117,-0.33991525,-0.35650316,-0.10439264,-0.22434531,-0.024972634,0.07078885,-0.41637844,0.2765732,0.14468448,0.5844502,-0.105804026,-0.5333745,-0.30587307,-0.053356,0.02142875,-0.09511779,0.10735304,-0.075190194,-0.25629783,0.28144643,0.35231707,0.37490493,0.58012486,0.17752138,-0.18424387,-0.008002304,0.5983761,-0.37781158,0.13711,0.18224438,-0.14385809,-0.04316017,0.26141074,0.05421246,0.14275545,0.028619433
1,0.09455958,0.073834196,0.03626943,0.049222797,0.016839378,0.03497409,0.07512953,0.062176164,0.020725388,0.049222797,0.08678756,0.093264244,0.018134715,0.029792745,0.05569948,0.06735751,0.053108808,0.012953367,0.01943005,0.050518133,0,-0.110165134,0.24326222,-0.3560658,0.13530333,0.14588691,-0.008963984,-0.5772069,0.16256142,-0.117045194,0.22344653,0.06638706,-0.81189847,0.18673883,-0.38033947,0.09608568,-0.2676766,-0.052209437,-0.33122244,0.3077047,0.31829545,0.25042668,-0.21598266,0.44195983,0.0358736,0.02428506,0.01249467,0.052012533,-0.16348815,-0.36945358,-0.31274357,0.4506107,0.36264274,-0.1745975,-0.22860096,-0.11772203,-0.19796778,-0.24277385,0.23838541,0.084463105,-0.43921056,0.2402222,0.07112712,-0.1535219,0.35088682,-0.08328163,0.14997028,0.43699235,-0.05089461,0.2013209,-0.6427618,-0.30769917,-0.33419973,-0.07957184,0.022943912,-0.09772474,-0.29915532,-0.09676254,-0.057789676,-0.45048958,0.034621924,0.47439906,0.3424981,0.011229932,0.32601166,-0.33991522,-0.3565031,-0.10439264,-0.22434528,-0.024972633,0.07078885,-0.41637844,0.27657318,0.14468446,0.5844502,-0.10580405,-0.5333744,-0.3058731,-0.05335599,0.02142875,-0.09511779,0.10735303,-0.075190194,-0.2562978,0.28144643,0.35231707,0.37490487,0.58012486,0.17752138,-0.1842439,-0.008002304,0.59837615,-0.3778115,0.13711,0.18224433,-0.14385808,-0.043160167,0.2614107,0.05421245,0.14275548,0.028619435
