rpssm0,rpssm1,rpssm2,rpssm3,rpssm4,rpssm5,rpssm6,rpssm7,rpssm8,rpssm9,rpssm10,rpssm11,rpssm12,rpssm13,rpssm14,rpssm15,rpssm16,rpssm17,rpssm18,rpssm19,rpssm20,rpssm21,rpssm22,rpssm23,rpssm24,rpssm25,rpssm26,rpssm27,rpssm28,rpssm29,rpssm30,rpssm31,rpssm32,rpssm33,rpssm34,rpssm35,rpssm36,rpssm37,rpssm38,rpssm39,rpssm40,rpssm41,rpssm42,rpssm43,rpssm44,rpssm45,rpssm46,rpssm47,rpssm48,rpssm49,rpssm50,rpssm51,rpssm52,rpssm53,rpssm54,rpssm55,rpssm56,rpssm57,rpssm58,rpssm59,rpssm60,rpssm61,rpssm62,rpssm63,rpssm64,rpssm65,rpssm66,rpssm67,rpssm68,rpssm69,rpssm70,rpssm71,rpssm72,rpssm73,rpssm74,rpssm75,rpssm76,rpssm77,rpssm78,rpssm79,rpssm80,rpssm81,rpssm82,rpssm83,rpssm84,rpssm85,rpssm86,rpssm87,rpssm88,rpssm89,rpssm90,rpssm91,rpssm92,rpssm93,rpssm94,rpssm95,rpssm96,rpssm97,rpssm98,rpssm99,rpssm100,rpssm101,rpssm102,rpssm103,rpssm104,rpssm105,rpssm106,rpssm107,rpssm108,rpssm109
4.852657004830928,5.1373614663256655,5.325021312872985,5.00056834327935,5.306905370843992,5.834043762432508,6.420822676896841,5.719948849104864,7.697783461210566,6.317988064791133,5.387574595055419,5.3938618925831205,5.785485933503836,4.505221653878948,5.139066496163683,5.480356635407795,5.452046035805625,6.325767263427111,7.911445012787723,6.297634271099744,6.0978260869565215,6.122442455242967,6.275575447570332,4.963554987212282,5.979539641943735,5.967675475987506,6.067455242966752,7.110613810741688,8.755115089514067,6.407289002557545,4.477976697925552,3.662084398976988,4.185635123614668,2.587524865018465,4.016624040920718,4.010656436487642,4.978367433930098,5.980392156862749,5.436487638533677,5.595481670929248,4.827791986359768,4.2688618925831205,4.849104859335039,3.921994884910496,5.0306905370844,5.064222790565508,6.321291560102302,6.276214833759592,6.415601023017903,6.061381074168799,5.179170218812167,4.829745666382504,5.368215402102875,3.6828644501278816,4.805768684285312,4.379084967320272,6.034349246945158,6.717107132708157,6.585819835180446,6.058539357772099,6.162617220801367,5.764386189258312,6.047953964194374,4.431159420289859,5.736572890025575,5.877308894572328,7.27973145780051,7.720588235294117,6.705242966751919,7.349744245524296,5.515345268542202,5.777173913043479,6.545396419437341,6.141517476555841,6.61381074168798,7.118783745382212,8.034207161125318,5.83759590792839,8.70460358056266,7.099744245524296,6.397271952259164,6.420396419437341,7.576086956521739,4.916879795396426,5.666240409207161,6.131997726626883,6.740089514066495,7.982097186700768,8.081841432225062,8.387468030690536,6.165387894288153,6.456202046035805,7.413682864450128,5.528985507246383,6.358056265984655,6.094487070190399,7.608375959079283,7.365728900255753,7.015345268542198,6.149616368286445,6.330694820445176,5.412894366930457,6.672010034881312,2.7697190696006198,5.696005570595582,6.331169159840818,6.800888627134532,7.859635308204928,9.300649468971264,8.718496199500212
5.31397507292496,5.626955714664546,5.964664545213476,5.145319543887568,5.448952532484755,5.928666136303364,6.333300185627151,6.297798992309732,7.079421904004238,7.992707504640667,5.441593741713076,4.3615751789976125,4.76670644391408,3.7875232033943287,4.959427207637232,5.392535136568557,5.399463007159904,5.755966587112173,6.769093078758951,7.056682577565633,6.259016176080622,5.096658711217184,5.309069212410501,4.021413418191462,5.4618138424821,5.655462741978261,5.723448687350835,5.808472553699285,6.965990453460622,6.95525059665871,5.216785998408911,3.9860116679925786,4.4732829488199455,2.2101564571731607,3.724078493768237,3.934632723415544,3.9294285335454817,6.0629806417395855,4.788119862105551,5.41978255104747,5.735249270750465,4.990751789976134,5.508054892601432,3.291202598780165,4.114856801909308,4.525490586051449,4.8902147971360375,6.338007159904534,5.462112171837708,5.5575775656324575,6.781622911694509,5.819345001325912,6.456178732431719,3.574516043489792,4.390745160434904,4.292627950145853,4.742077698223288,7.554627419782541,5.697427738000531,6.078493768231241,6.234652612039248,5.32010739856802,5.93466587112172,3.6796274197825527,4.892899761336516,5.158943251127028,4.952863961813844,7.735978520286396,6.265811455847255,6.41736276849642,5.986343145054364,6.382458233890214,6.5614558472553695,5.736807212940866,6.255369928400953,7.015247944842209,7.560560859188544,5.85799522673031,7.467780429594272,8.233890214797134,7.262795014584991,7.0208830548926,7.357398568019093,5.070538318748346,5.428400954653938,5.8374436488995,5.757458233890214,7.859188544152744,5.979713603818617,6.972553699284009,8.281092548395641,7.420644391408113,7.551909307875893,5.7555025192256695,6.472553699284009,6.586051445239987,6.875596658711216,8.379474940334129,6.8389021479713605,5.9892601431980905,6.34146825396826,4.839392006802721,5.781376133786847,2.4939147140337603,4.735899943310665,5.851735953640714,5.817090419501122,6.45297052154195,7.932766439909287,9.447414965986388
4.3699967979506935,4.977465577969904,5.653017931476146,4.212455971821962,5.318243675952616,6.357508805635611,7.012768171629848,4.952609670188922,6.083733589497283,7.398815241754726,5.142371117515213,4.443083573487032,5.519452449567725,3.127801793147609,4.6448126801152725,5.175032020493116,5.737752161383285,5.54935158501441,6.500360230547551,8.653097982708934,5.81312039705412,5.140489913544669,5.604466858789626,3.645813320525136,5.069884726224784,5.332813000320209,5.981268011527376,5.823847262247838,7.462175792507207,9.01693083573487,3.5312199807876974,3.2738152417547206,4.030059237912265,2.220300992635285,3.548310918988149,4.373038744796671,5.664545308997761,3.8022734550112096,4.786423310918989,5.300352225424272,4.442683317323093,4.792867435158501,5.599063400576369,3.904578930515527,4.694164265129683,5.923951328850472,7.014769452449568,5.338616714697406,6.170028818443805,6.685878962536023,5.357989113032348,5.18287704130644,5.875240153698374,4.459494076208772,5.517891450528342,6.455331412103754,7.80175312199808,5.995677233429403,6.898174831892413,7.197886647454373,6.0010406660262605,5.635806916426512,6.485951008645532,5.235270573166829,6.163904899135448,7.505363432596867,8.715057636887606,7.081412103746397,8.460374639769453,9.190922190201729,4.7371117515209775,5.127161383285302,5.4131844380403455,3.694204290746076,5.012608069164266,5.590137688120404,7.113472622478386,3.9639769452449567,5.443804034582133,6.345821325648415,5.7798591098302925,7.011887608069165,7.511167146974063,4.8973743195645225,6.10770893371758,7.4321165545949475,8.976585014409222,5.711815561959655,4.998559077809799,5.229106628242074,6.756324047390336,7.859149855907779,7.844020172910662,5.187960294588538,6.515489913544668,6.873519052193411,9.123559077809796,6.416426512968299,5.39193083573487,4.198847262247838,6.576330169844837,4.937491742634433,6.162108600871977,2.7705223058968635,5.73450918219052,6.663175636000644,7.857929961025218,5.975649028933808,7.663983022856392,9.26465682388691
5.033397559409126,4.884714193962752,5.2827151573538895,3.257385998715478,4.837146756583175,5.27809890815672,4.77115446371227,4.851958895311499,5.089434810533077,4.789820166987801,5.54909280667952,4.883309248554913,5.432080924855491,2.955322736030827,4.458092485549133,4.682361913937063,4.2962427745664735,5.758309248554913,5.700505780346821,5.875361271676302,5.553307642903024,4.97543352601156,5.321893063583814,3.2509633911368008,4.990245664739884,5.305555555555559,5.0625,5.578034682080925,5.962427745664739,6.0765895953757205,2.84746307000642,3.037572254335258,3.3315269749518284,1.4372190109184348,2.7852842003853557,3.416184971098265,2.8156310211946014,4.215799614643549,3.7259152215799647,3.505298651252408,3.88375080282595,4.072254335260116,4.168713872832369,3.1878612716763026,4.1860549132947975,4.992453436095057,4.4483381502890165,6.143063583815029,5.763005780346821,5.245664739884393,4.613359023763652,4.630860629415546,4.812580282594738,3.4885998715478475,4.277898201669884,4.962106615285814,4.650730571612076,6.879897238278738,6.177103403982021,6.215639049454081,4.221178548490689,4.519508670520232,4.730852601156069,2.996868978805392,4.148482658959537,4.924293513166352,3.9981936416184967,5.948699421965318,5.5108381502890165,5.408236994219653,5.773442517662176,6.661849710982659,6.616690751445087,3.775529865125245,5.395592485549133,5.858542068079645,4.953395953757226,4.695086705202312,4.609826589595376,4.609826589595376,5.313904945407836,6.397398843930636,6.521315028901734,3.514450867052024,4.846459537572256,5.550256904303152,4.740968208092486,5.484104046242774,3.7803468208092488,3.893063583815029,4.654945407835581,5.84393063583815,5.996748554913295,3.4691714836223486,4.972182080924855,5.722703917790633,4.960621387283237,4.830924855491329,4.080924855491329,4.023121387283237,4.864409360319133,4.797955302344504,5.399480105307744,1.4604426948520852,4.151832504214801,5.173450489581342,4.345032348080288,5.526845999883731,4.321487596442122,4.344226760458107
4.689516635279338,4.836315128687999,5.461927181418711,3.728060263653477,3.804441305712479,4.329064657878209,4.632219083490263,5.518518518518522,5.085561833019449,5.402322661644698,4.749560577526664,4.5423728813559325,5.025141242937853,3.2344946641556724,3.828954802259888,4.413841807909591,4.756073446327684,5.156779661016949,4.637005649717514,5.25960451977401,4.752950408035148,4.689830508474576,4.957627118644068,3.531481481481476,4.227542372881356,4.582580037664775,5.146751412429379,5.268644067796608,4.9624293785310725,5.530790960451977,3.4566227244193284,3.1535781544256074,3.5177966101694853,2.017576898932836,2.8403483992467047,3.2381669805398534,3.362476459510354,4.126553672316375,3.387005649717508,3.990772128060256,3.8387790332705514,3.782627118644068,4.093361581920904,2.711283741368488,3.029943502824859,3.5379001883239134,3.6211864406779655,4.602118644067796,4.435451977401129,4.495338983050847,3.969052102950396,4.037193973634636,4.322693032015057,3.2015693659761437,3.4612523540489564,3.4222849968612654,3.6039077212805952,5.463465160075328,4.971751412429368,4.866290018832392,4.0354833647206405,3.973305084745763,4.291384180790961,3.163920276208404,3.3138418079096046,3.60805084745762,3.4389830508474573,5.3057909604519775,5.079802259887006,5.222740112994352,5.279221594475832,5.234745762711865,5.567514124293785,4.160954174513488,4.688559322033898,5.618832391713752,5.925564971751413,4.7615819209039545,4.574576271186442,5.363276836158192,5.358317639673581,5.22909604519774,5.587853107344633,4.028374136848705,4.7066384180790966,5.165348399246699,4.813700564971751,5.214689265536723,4.196045197740113,4.612994350282486,5.028185812931571,5.314971751412429,5.553389830508475,4.16415568110482,4.610593220338983,4.896986817325792,5.482062146892656,5.212994350282486,4.396610169491526,3.736723163841808,5.673738747996423,5.09389124275794,5.605723150181665,2.359819101696767,4.14430392001998,5.067195813028921,5.074384136989216,5.857646408389331,5.226596059088234,6.288868987867435
4.570395738203963,4.362506341958403,4.588153221714868,3.370116692034501,3.8081874682902113,4.378868594622024,4.485223236935568,4.063039066463733,4.46676813800102,4.325976661593103,3.9445395738204,3.467751141552512,4.0214041095890405,2.486015981735157,2.940068493150685,3.308187468290208,3.3564497716894977,4.169805936073059,4.3604452054794525,3.9049657534246576,4.470700152207008,3.9360730593607296,4.356164383561644,3.04832572298326,3.273687214611872,3.6650177574835134,3.7442922374429215,4.671232876712328,4.719178082191781,4.558219178082192,3.4502790461694595,2.1688229325215613,2.6726281075596163,1.4179350583460162,1.94669583967529,2.52587519025875,2.5000634195839653,3.723236935565706,3.54705733130391,3.4762810755961486,3.6549657534246607,2.7411529680365296,3.346175799086758,2.007324961948248,2.6877853881278537,3.229420345002538,3.1760844748858443,3.906107305936073,3.6926369863013697,3.6983447488584473,4.439497716894984,3.190005073566718,3.707508878741759,2.458396752917301,2.954559868087267,3.3694824961948253,3.4489472349061394,4.780948756976158,4.478437341451044,4.2486047691527205,4.32895738203958,3.1643835616438363,3.6934931506849313,2.3791856925418555,2.869577625570776,3.440322171486554,3.525114155251141,4.456050228310502,4.606735159817352,4.522260273972602,3.943683409436839,3.839041095890411,4.1324200913242,3.6974885844748897,3.9198059360730593,4.70421106037545,4.8909817351598175,3.19634703196347,4.4006849315068495,3.8732876712328768,4.823059360730594,3.865296803652967,4.221461187214612,3.210806697108066,3.814783105022832,4.341577879249117,4.589611872146119,3.8801369863013697,4.792237442922374,4.273972602739726,4.61986301369864,3.8812785388127855,4.420091324200913,3.401065449010656,3.4814497716894977,4.054667681380012,3.896689497716895,4.0353881278538815,4.388127853881279,4.157534246575342,4.671434641557249,3.3031636407034006,4.109445779131488,1.4967716716566035,2.646623875965773,3.56253743898058,3.562266177531246,3.2468283165820027,4.982217817466704,4.422953388577264
4.438372303788289,3.743066884176183,4.054377379010333,3.36061265180352,4.351141924959222,4.562352727931846,4.932436106579661,5.23518216421968,5.235997824904831,5.574225122349091,4.190683342396233,3.187601957585644,3.467373572593801,2.4390973355084284,3.24347471451876,3.618542686242528,4.031402936378465,4.99021207177814,4.399673735725938,4.8401305057096256,4.337570237447892,3.543026101141925,3.709828711256116,2.567495921696573,3.1988172920065248,3.5685834692767875,3.9414763458401305,5.158034257748777,4.366027732463295,4.702079934747146,3.2879282218597115,2.566068515497552,2.764002175095164,1.4401848830886337,2.0072050027188686,2.4345658872575666,2.751631321370312,3.805057096247967,2.728113104948341,3.195214790647096,4.000498459307592,3.3140293637846656,3.407830342577488,2.146954866775419,2.66884176182708,2.9881729200652565,3.164763458401305,5.0868678629690045,3.872349102773247,4.25326264274062,4.31584194308501,3.771252492296543,3.659778865325362,2.4651984774333884,2.931801703824545,2.907649084647457,3.406244335689692,5.46809860431394,4.051839767989852,4.286750045314486,4.98452510422331,4.081362153344209,4.02100326264274,2.7633904295812943,3.2110522022838506,3.332993474714524,3.532830342577488,5.986337683523654,4.604608482871126,4.691884176182708,5.438100416893232,4.84747145187602,4.963295269168025,3.71071234366504,4.975938009787929,5.4458945078847085,5.932707993474715,3.920065252854812,3.6745513866231647,4.16394779771615,4.841852456044945,4.286296900489396,4.453507340946167,2.9872213159325747,3.8625611745513866,4.001903208265366,4.530587275693312,3.8719412724306688,2.9804241435562804,3.31810766721044,5.168932390792093,4.750407830342579,4.807504078303426,3.3866231647634657,4.367455138662317,4.486677542142464,5.123572593800978,4.133768352365415,3.369494290375204,3.530995106035889,4.977489887897415,3.485355945421172,3.8429187577587065,1.5618453364079323,3.160932741991956,3.871290411569347,4.295443452980938,3.85345467856424,3.915503082260825,4.5683375950938485
8.361637704054758,10.470872827804104,12.719095576619283,9.31424433912584,9.443522906793026,10.426276987888349,11.46218404423382,11.500394944707738,10.454976303317528,10.795418641390189,10.453890205371248,10.140995260663509,12.15225118483412,7.5477553975776654,9.33027251184834,10.091067667193249,10.629739336492891,11.615817535545023,12.025770142180097,12.021030805687204,11.971958925750409,11.74792654028436,12.599229857819903,9.466298051606104,11.842417061611377,12.388362295945251,13.570793838862562,12.639810426540285,15.39810426540284,14.484597156398106,8.230911005792514,8.118055555555548,10.129311479726164,6.318325434439171,8.26290152711952,8.786334913112148,10.104627435492356,10.98288572933122,10.571748288572929,10.433517640863602,8.77369668246445,9.929798578199057,12.221860189573457,8.277909426013682,8.792061611374406,9.412848867825154,10.873518957345972,11.379146919431282,11.68483412322275,11.31042654028436,9.28357030015796,10.072505265929422,11.75714191679832,8.270405476566603,9.256450763559751,9.134412848867813,10.737197209057388,12.432596103212234,12.523828330700386,11.812927856766736,10.250888625592406,10.962085308056873,13.2292654028436,8.38385334386518,8.814277251184834,9.085538441284866,10.44905213270142,13.845675355450236,13.016291469194313,11.574348341232229,10.860584518167451,11.643068720379146,13.858116113744076,10.84505002632964,11.926540284360188,12.901790416008438,14.109893364928908,12.667061611374407,14.213270142180097,14.097156398104266,9.50315955766192,11.445201421800949,13.878258293838863,11.782253817798845,11.324644549763033,12.47169562927857,13.503258293838863,14.0781990521327,12.491706161137438,12.07701421800948,10.731042654028435,13.374111374407583,14.80005924170616,10.125460768825686,10.990521327014216,11.138757240652968,13.542357819905211,13.811611374407583,11.554502369668246,10.011848341232229,10.514774016509351,11.981640762537088,14.591555868528838,7.849515729702822,11.574613394139591,13.01050261401016,14.8110200135249,15.309603250451303,14.440196949628035,13.90372717670135
6.642758857929144,7.245270037839703,7.439542483660133,5.979360165118684,6.669934640522883,7.213622291021677,8.602855177158581,7.620915032679737,7.615755073959413,8.43876848985208,7.662366701066394,6.2438080495356045,6.3359133126934974,4.5992432060543535,6.2972136222910216,6.625386996904028,7.51625386996904,7.216718266253869,7.071207430340557,8.001547987616101,7.331871345029241,6.416408668730649,6.144736842105263,4.731080151358792,6.4945820433436525,6.789215686274513,7.678792569659442,6.945046439628483,6.757739938080496,7.553405572755419,6.177158582731342,4.773477812177505,4.664860681114553,2.7800137598899166,4.37358101135191,4.607327141382872,5.3317853457172335,6.915892672858622,6.100619195046443,6.1517027863777125,6.965127278981771,6.311532507739937,6.670665634674922,4.463407292741659,4.590170278637772,5.389447884416928,5.877321981424148,7.799148606811146,6.875,6.667569659442725,8.179050567595464,7.183522531819747,7.129084967320264,4.42999656002752,4.895596835225319,4.7471620227038205,5.468352253181981,8.918816649466805,6.743378052975577,6.802717578259379,8.634502923976601,7.162538699690401,7.43266253869969,4.997592019263847,5.958204334365326,6.511351909184731,6.723684210526315,9.503095975232196,8.520123839009289,8.286377708978328,8.234090127278977,7.8312693498452015,7.257739938080493,6.751977984176136,7.9566563467492255,8.080495356037153,9.747678018575847,5.795665634674922,7.198142414860682,9.283281733746126,8.135018919848639,7.955108359133126,7.562693498452012,5.988304093567254,6.345201238390093,6.181630546955632,7.196594427244583,8.578947368421053,6.724458204334366,7.258513931888544,9.079807361541109,9.185758513931887,8.441950464396287,6.152906776745794,6.724458204334366,6.842621259029936,8.188854489164084,9.26780185758514,6.654798761609907,5.554179566563468,7.8996172670155325,6.514715268251797,6.907147824264595,3.2692636623820928,5.915606900624896,6.907723881860823,8.06968021262003,6.98067177259564,8.219326322206978,10.016880048773055
5.6385640025990975,6.581140350877189,6.585160818713449,5.087556855100714,4.792641325536064,5.970272904483433,6.576267056530212,6.022417153996104,5.607212475633532,6.948343079922028,6.431976933073424,5.145833333333332,5.4152046783625725,3.8554662118258647,5.260599415204679,5.61066439246264,6.180921052631579,6.273757309941519,5.580774853801169,6.756213450292399,6.193063677712804,5.196637426900585,5.093201754385965,3.9878979857050063,5.281432748538012,5.939002599090324,6.441520467836257,5.699561403508772,5.522660818713449,6.586988304093567,5.827485380116963,4.529320987654322,4.259462313190384,2.517868745938917,3.8139213775178735,4.179012345679014,4.705734243014949,6.2961338531514,5.341942820013,5.350714749837558,6.159316114359978,5.724780701754386,5.619883040935672,3.66760071474984,3.7123538011695913,4.3019411955815485,4.579312865497076,6.682383040935672,6.0683479532163735,5.708698830409357,6.928525016244318,6.304499675113713,6.237370045484092,3.9356725146198808,4.2352988953866175,4.087394411955815,4.792803768680964,8.063515269655625,6.392949967511372,6.150259909031845,7.196474983755689,6.060672514619882,6.197733918128655,4.426007147498376,5.197368421052632,5.693875893437299,5.608187134502924,8.315058479532164,7.46125730994152,7.285818713450292,6.574398960363876,6.779970760233918,6.031067251461988,5.89896036387265,6.6118421052631575,7.577647823261861,8.325292397660819,4.641812865497076,5.828947368421053,7.744152046783626,7.063677712800518,7.192251461988303,6.738669590643274,5.4545159194282045,5.728801169590644,5.8700454840805705,5.989035087719297,7.095029239766082,6.326023391812865,6.662280701754386,7.575373619233271,7.953947368421053,7.304459064327485,5.158219623131909,5.72733918128655,6.154645873944123,7.123538011695905,7.358187134502924,6.027777777777778,5.334795321637427,6.824480729401301,5.531236984589748,5.79695960016659,3.097974105649481,5.023587110812676,6.215558332176405,6.89533697693988,5.432957356203609,7.275301957517708,8.836777193176319
